X_h1,Y_h1,Z_h1,X_h2,Y_h2,Z_h2,X_o,Y_o,Z_o
12.680644575023,12.994312824151,-0.710079057800,13.841915720522,13.000747628561,.261158869443,13.001192847107,13.159730650819,.085441466628
15.259875089400,14.247715274916,24.358324373031,15.081025301685,15.316889140380,25.415100219763,15.055309846180,15.067931697350,24.578245355518
18.661746534800,13.820392761014,23.688202361183,18.411441153427,14.601798463468,24.960463158198,18.471667651268,13.838238508067,24.540563026776
15.436230666361,14.982923990471,5.262945239051,16.437133462883,15.740228568404,4.416435605586,15.902719405777,15.704630649386,5.106436736478
13.731842613476,13.489429520407,9.579110775513,13.107088215194,14.648545829513,10.326122499106,13.185481547508,14.170644312350,9.599189364461
13.283389070409,15.152885643128,23.515647636425,11.813243807759,15.490279485979,23.645005639297,12.491919695945,15.238462761085,23.156175880831
18.576467689861,16.952839708030,5.251074853552,18.574722482779,15.978055840689,4.092762047089,18.495526782444,16.793333898881,4.396104898959
13.659819491194,18.529770237450,1.806716726523,13.510803756867,17.102143174546,1.325499029862,13.747741955902,17.929830217494,1.177980876140
18.081948928934,14.216701323170,9.727503303801,18.241171744003,12.919870998756,8.962797872779,17.863948588094,13.380203823801,9.602144052665
17.682950836226,13.301089888413,6.662469934522,18.086457503543,14.753760322200,6.525261437619,18.304099830896,13.914356687296,6.630144763063
12.676312913341,12.246946376659,24.615449667300,14.174870628470,12.211213550122,24.827447617590,13.385606831603,12.510865347955,25.051587341675
13.582263864925,12.841095821646,5.239852090043,13.124549747049,13.781823563915,6.334120929321,13.552730822806,13.062663551836,6.084246960506
16.406528144600,12.906889414253,.155902565447,15.635587915380,12.349874980672,-1.021926486302,15.679982490274,12.550616194262,-0.172986415514
16.446447392443,11.881019498217,5.334636260334,15.326135796283,12.394246789966,6.214064975981,16.173073319569,12.218515124343,6.092482204789
17.624930358472,16.023687797654,10.359382196362,18.843702589924,15.474229006623,11.069723294844,18.465917610109,15.787969735467,10.347357445019
16.604416108879,18.238348424729,24.272901557164,15.585777552854,18.008998857627,25.369108407919,16.411010461999,18.150323038695,25.120139979375
13.436270497105,17.313729694209,13.102779192826,12.373347518513,17.485836794687,12.038603888217,12.646453124884,17.120649284910,12.783599571006
17.309893258352,16.952476809782,22.182472722226,18.137414947241,16.816872431116,20.922030538587,17.973882823335,16.586636825415,21.748599330170
13.398612933178,17.461967740445,19.544646155293,13.897738707611,18.208922294201,20.763181155739,14.035129246508,17.891277569725,19.961188122268
13.132231063521,17.478407462026,16.299729180292,12.480636446351,17.122029277530,14.980519479037,12.759455749392,16.888272782325,15.774613210346
14.726136957323,11.662689733981,11.559480419216,13.833810007317,12.799142762668,12.011279400264,14.480242551306,12.234257974626,12.172516180227
11.615387823022,13.935949179937,12.320571304180,12.271033961663,15.278573372179,12.564258830915,12.332837358539,14.433065441153,12.353869107758
12.169808122410,14.738872308488,15.709080313450,12.449649185944,13.438952771733,14.985344609952,12.491287132224,13.926703420978,15.708762015392
14.959567843932,14.952595198242,18.812438423494,14.849549081759,16.233370613929,19.612066710847,15.338553425057,15.606391629369,19.250487864593
16.686253113383,18.387572524162,30.439991776286,15.439258916100,18.393674680012,31.298399271028,16.307068922824,18.459101825119,31.223618004559
13.508836957394,13.367925582939,18.580760163338,13.763829887493,13.685792653821,17.122736047542,14.054922714919,13.415592176107,17.900697373423
12.767294640882,15.938516308682,4.328052538153,11.859836381734,14.885248207063,4.927252843068,12.393958278794,15.149819530915,4.288752278793
16.361838868624,12.429645929647,12.660510071545,17.476670248155,12.888554750959,11.744841528715,17.138641768845,12.812508448907,12.546664990596
18.924535531637,16.619470285090,26.689038187596,17.808860646684,16.851001980860,25.692264483924,18.373128973057,16.312344877174,26.085223689699
15.908474532905,11.374059544301,-3.557771706648,16.855410167914,12.434156935890,-3.036809505630,16.045612006706,12.117596802862,-3.120378502183
18.958637174665,17.066213393174,2.238245860757,17.843874085428,17.434574171077,1.282469326430,18.423714282246,16.853643532958,1.581253691400
16.756029596790,12.415986185281,24.452767016533,15.955557385531,11.847399384653,23.300443936600,15.986314538193,12.253623717058,24.073103594033
14.614680348791,18.901887403924,17.504186321397,15.469021652311,17.776536983989,16.960511270613,14.784853943149,18.313745755800,16.881211597651
16.669476753687,18.299794612320,27.593456407464,15.665981785730,18.052048390467,28.699582462774,16.490903980610,18.054051580562,28.412412623607
15.353762375342,11.596891342974,8.646043976615,16.083193937849,12.638330816973,9.467766928108,15.430819247374,12.064160950576,9.379998000507
14.138259634847,14.700001738516,15.265161209239,15.113643982287,15.822974694717,14.983288355268,14.929413820264,14.969609835328,15.011480926339
13.350430584774,16.962433030316,22.594612929216,13.417227826918,18.203491540409,23.459024344204,13.505701644060,17.817713775484,22.680361993328
11.699266781259,15.300931306998,26.674378603684,12.790511424029,14.577803222738,25.914006264122,12.185307228696,15.206317467278,25.954809245185
17.192924976593,17.566253276877,15.373631081147,17.693345937648,16.579973023716,16.407422798735,17.233243361938,17.293608159084,16.202489467393
15.317365408785,12.160781210843,20.308512180918,16.295175679265,13.105348671070,20.974526129282,15.526675813883,12.690182823569,20.971000100553
12.874306819604,13.007226178391,27.331558982383,14.079921680443,13.393313353018,28.161814781704,13.218763347406,13.265008759427,28.091733303359
16.032086312940,16.719084224960,12.455505386153,15.514099383705,15.307437530514,12.279896893782,15.663572855675,16.104684981217,11.955826931541
12.261268558613,15.974884971489,29.838849250047,12.417052464457,14.836877079371,28.852662349126,12.280549987904,15.684136873032,29.015404700226
18.361564010602,14.540507480190,28.530891708785,18.683961679997,13.881174649445,27.206793845158,18.278353879197,13.867560174023,27.980269193758
12.570772839504,14.387658729860,21.174836130981,13.687714636439,13.579202254010,20.549748664854,12.897902208082,13.948143136485,20.494557088017
18.684238698911,14.503262864989,17.179973759371,17.776668938640,14.209812044228,16.004346719265,18.441256008005,14.655272056642,16.354855722679
18.024322027742,14.757599599171,21.902116654124,18.380102305324,13.743707584309,20.835655887065,18.068249097661,13.928641155060,21.630334632334
12.425648938471,15.964821329678,7.113562190424,12.532782273999,14.629029876249,7.817890830163,12.343835742213,15.095236048889,7.103805282333
16.998681192150,12.006408255651,2.323305753325,15.713629870277,12.562384666688,2.899004044025,16.582695430448,12.479690321602,2.928224829741
17.899335085383,13.766613878480,18.856357282619,17.872343409059,15.253696223317,19.138762559621,18.308266259778,14.537556127570,18.893646692353
15.474736279598,17.305151912899,6.371289422728,16.007927656981,18.607050112592,5.812126455325,15.679268002651,18.147574297784,6.478333603384
12.487569213157,14.718033790405,.995315587286,12.184965361922,15.443371517340,2.289228753807,12.389470779699,15.463264530071,1.440259402743
15.954806080081,13.038098712244,15.366713443030,17.236813942529,12.391190088073,14.887275997696,16.705739791933,12.626759049592,15.539529528035
13.237748012423,17.114516031870,28.472153886774,13.357462645947,18.470907163632,29.133793286742,13.629901097695,17.892150523295,28.538994835015
16.369226694352,18.929535984953,21.319187428029,15.373746691323,18.227921972163,22.218438523118,16.146865374831,18.618109903578,22.104385744585
16.208060227992,18.675256624062,8.447525497664,17.212991235316,18.149583418633,9.450359752665,16.418620653060,18.464023234006,9.268507786890
18.335069404545,16.670007250552,8.142826144183,17.110366387350,16.835699499045,7.268444196831,17.978424411708,16.790949835788,7.354698998943
18.034739717986,14.438844408704,13.371891469358,18.953070664023,15.037658555445,14.415914976089,18.629298319834,15.034902293497,13.604662223205
17.515438575438,16.380519659161,28.987208290858,18.655959253732,16.476511612876,29.978113593397,18.313595243957,16.140202688417,29.248284607234
16.226731416770,18.939399904011,2.754485984263,17.113174271583,18.158179321711,3.700957673398,16.380349731490,18.608229456316,3.548019036415
17.949832306998,13.501346115841,3.665493781570,18.755680562639,13.994740915112,4.848314711519,18.463694234696,14.104863504183,4.032481299251
16.359717826750,15.462591715608,26.936077556388,15.751452108388,14.101212390769,27.197906395823,15.670299680396,14.969417746852,27.146907376200
14.692043075617,15.428856639539,8.508768443750,15.580188034506,16.608638161794,8.842249002614,15.420375415247,15.890881739436,8.370812048407
13.768616361265,17.739737093993,26.684798082214,13.067318464873,16.998539827580,25.566449717807,13.623604880696,17.617328290420,25.832181572749
13.287797262558,12.163286873826,2.628417778808,13.381077929049,13.508196846696,3.317192831729,13.652041739317,12.682503835280,3.229006544096
12.350419327779,15.364000567904,19.345626857989,12.089874650734,15.932332059625,17.966855311222,12.417283384134,16.019296586846,18.771968874144
18.675355434420,13.924038526616,.389880022559,17.840474514143,14.778462568167,1.319841633363,17.942046432089,14.050981980892,.847165954356
13.231505120225,18.428565017795,4.802081623005,14.237275928616,17.602649794068,4.028657861024,13.417962647818,17.881200380715,4.147411705122
16.875174839270,12.251108419926,17.719508249272,15.686968029359,12.828441460131,18.458931219542,16.521992585378,12.572241359391,18.451015657046
14.616103097915,18.147943895507,15.043019503617,15.610565117205,18.130516044557,13.901688371301,14.784792627751,18.146077950155,14.185985363297
13.724246776951,19.057413587741,10.075359197428,14.614151675823,17.859051365882,10.328128751724,13.823304102131,18.194820770713,10.170692482502
13.074499694741,17.765812525055,8.612974642739,13.865371411285,17.884026455640,7.327500961181,13.123681032242,17.686580062064,7.744487124261
17.537805072256,18.115115905959,18.371873534658,16.379600615690,17.423434997025,19.058921675911,17.084763788748,17.937480939258,19.097246935704
17.902743506574,16.599952660643,13.615954036264,17.962979411935,18.084277246969,13.324325249061,17.508187867007,17.377359545734,13.561810345952
